댓글	가성비	청결	맛	분위기	친절
 여자3명이 수다떨면서 배부르게 먹었어요~ 맛있었고 재료가 신선했어요~	1	1	0	0	1
사람이 없어서 얘기하기 좋았어요!	0	1	0	0	0
너무 맛있어요! 엄마랑 같이 왔는데 엄마도 너무 맛있다고 하네요! 또 방문 하러 오려구요 🥰🥰🥰	0	1	0	1	0
대기가 좀 길었고.. 시끌시끌하더라구요	1	0	0	0	0
그럭저럭 먹을만 해요!	0	0	0	0	0
혼잡하지 않아서 좋음	0	0	1	0	0
음식이 맛있어 보여서 오늘 처음 와봤는데 신기하게도 주문도 직접 카운터로 걸어가서 해야하고 물,식기 전부 셀프로 가져와야 하고 음식 나오면 직접 가지러 가야하고 다 먹고나서 식기반납까지 전부 셀프인데 그렇다고 종업원이 친절한 것도 아니고 시종일관 무표정이라 신기한 곳이었어요^^	0	0	0	0	0
음식이 맛있어요.브런치 구성이 넘 좋고 양도 적당하고 커피맛도 좋아요~분위기도 편안하고 좋네요	1	0	0	0	0
완전 맛있습니다 ~~~	0	0	0	0	0
브런치 세트가 오후 3시까지  최고에요.	0	0	0	0	0
영수증리뷰는 3만원 이상이었군 카르보나라 남의 리뷰랑 같은 메뉴 다른맛ㅠ 실망하여 물병이라도 받을까 했는데 실패 거짓말 말라고ㅋㅋ	0	0	0	0	0
양이 푸짐하고 맛있네요 ^^	1	0	1	0	0
음식받고 다먹은 음식이 셀프임~	0	1	0	0	0
고터에서 이런 브런치를 먹을 수 있어서 너무 좋았어요!!!😆 다음에 여기 또 오고 싶을 정도로 잘 먹고 가요:)	1	0	1	0	0
회사근처 가성비최고😍😍 다음에 또 와야짓 :)  피자 한입먹자마자 바질향이 입안가득 ㅋㅋㅋㅋㅋ장말 삼키지도 않앗는데 맛잇다고 말해서 스스로도 너무 웃겼음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그정도로 감동쓰 	1	1	0	0	0
맛은 있는데... 소음이 너무 심해요 ㅠ 계속 듣다보니 자리가 불편해지더라구요 ㅠ	0	0	0	0	1
브런치 먹기 좋은 장소입니다~ 매장도 깨끗하고 분위기 있고  음식 맛도 좋아요~~ 다음에 또 이용할께요^^	1	0	0	1	0
재료가신선하고맛있어요 :)	0	0	0	0	0
장점 : 맛있어요. 가격 훌륭하고 단점 : 시끄러워요 시끄럽고 정말 시끄럽네요   맛있게 먹었지만, 식사하고 나와서 귀가 윙윙거려서 ㅠ [ 재방문이 두렵네요. ]  음식대기시간이 너무 길어서 소음에 지치고나니 식사가 힘겹네요.  테이블을 조금만 줄이심이..!!	0	0	0	0	0
고속터미널역 맛집인 시그니처랩 반포점에 갔다왔어요. 서울 고속터미널 1층, 꽃시장 건물에 있는 브런치 맛집인데요. 주변에 마땅히 먹을만한 곳이 없는데 주변쇼핑이나, 여행시에 편안하게 들러서 브런치를 먹으면서 쉬어갈수 있는 공간이 생겨서 딸이랑 맛있고, 건강한 브런치를 먹고 왔어요. 치킨로제파스타도 뼈없는 닭다리살이 잘구워져 들어가있고 맛있었고, 아보카도오븐토스트, 브런치플레이트 둘다 브런치 메뉴였는데 진짜 푸짐하고 가격도 합리적이고 엄청 맛있었어요. 유명 셰프님이 내놓은 요리라서 식상하지않고 새롭지만 친근한 맛이예요. 고터에 가게되면 또 들릴게요~~😃😃	1	0	0	0	0
샐러드가 신선하고 마르게리타피자  맛있었어요. 봉골레파스타두요. 	0	0	0	0	0
정호균쉐프가 운영하는 레스토랑으로 유명하다고만 들었는데 브런치 먹으러 방문했는데 너무 좋아요!!! 분위기도 고급지고 메뉴들도 다 맛있어서 친구랑 편하게 오기 좋고 남자친구랑 데이트하기도 좋아요	0	1	0	1	0
맛있게 먹고 가요^^ 특히 피자가 맛있어요!  	0	0	0	0	0
친구와 브런치  방문 2번째예요  너무 맛있어요^^	1	0	0	0	0
화장실이 멀어요 ㅠ 셀프네요	0	0	0	0	0
웨이팅이 좀 있었지만 금방금방 줄이 줄어들었어요! 직원분들도 친절하셨습니다 ㅎㅎ 가격도 착하고 음식 양도 많아요!	0	0	0	0	1
베이컨 갈릭 피자 추천해주셔서 먹어봤는데 너무 맛있게 잘 먹었습니다.ᐟ 음식 모두 짱 맛있었어요.ᐟ 	0	0	0	1	1
넘 맛있고 푸짐해요~가성비 최고에요!!	1	1	0	0	0
아침식사 브런치로 하기좋은것같아요! 버스타기전 간단히먹기좋아요! 	0	0	0	0	1
커피두잔에 브런치 나오는 세트 있어서 좋고 일찍 만나도 오픈하는곳 있어서 덕분에 잘 만났네요 다음에도 또 갈것 같아요 음식 퀄리티고 좋았어요!^^	0	0	0	0	0
첫 방문인데 찾기도 쉽고 음식맛도 좋네요	0	0	0	1	0
병원갔다가 엄마랑 데이트하려고 고르다 방문했는데 탁월한 선택이였습니다! 엄마도 엄청 좋아해서 다음 진료에도 방문하려고요~^^	1	1	0	0	0
너무 맛있게 잘 먹었습니다~^^	0	0	1	1	0
가성비도 좋구 맛도 좋아요	1	0	0	1	1
핏자가 맛있어요!	0	0	0	0	0
깔끔하고 맛있어요 아이들과 먹기 좋았어요	0	1	0	0	1
맛있어요~ 담에와서 다른것도 먹어볼께요	1	1	0	0	1
음식도 빠르게나오고 맛있어요	0	0	0	0	0
굿 사진올렸어요~~~^^	1	0	0	0	0
생각보다 터미널 안쪽에 위치해있는데 맛있어요!!ㅎㅎ음식도 나름 예쁘게 나오네용!!	1	0	0	1	0
맛있어요 굿굿	0	0	0	0	0
밥먹는데 너무 시끄러워서 다 못먹고 나올정도 서빙하시는 분 없어서 음식나오면 갖고오고 식기반납도 따로 해야함	0	0	0	0	0
맛있어요. 가격도 고터에서 이정도면 괜춘	1	1	0	0	0
가게 분위기나 음악도 좋고 음식도 맛나용	0	0	0	1	0
가성비 좋은 브런치카페인 것 같아요!! 커피도 나오고 메뉴도 다양해서 좋아요✌️	1	0	1	0	0
음식은 대체로 괜찮았어요  봉골레는 쫌 별로 였습니다.  로제떡볶이 파스타 맛났어요 ㅋ 매장 분위기는 좋은디  너무 다 셀프라서  모르고 들어갔다가 쫌 당황 했네요 	1	0	0	0	0
브런치  맛나요	0	0	0	0	0
맛있어용 맛있어용	1	1	0	0	0
브런치 메뉴, 파스타 모두 맛있어요ㅠㅠ..  또 올꺼에요..	0	0	1	0	1
양은 생각보다 적은거같다 생각했는데 꽤 배부르더라구요, 근데 피자도 토스트도 맛있었어요 아보카도오픈토스트는 예쁘게 먹기 힘들 ㅠ 무난무난 괜찮았구 마르게리타피자 쫀득하니 맛있네요!	0	0	0	0	0
가성비 푸짐하고 파스타 맛있어요 커피도 디카페인 있네요	1	0	0	0	0
점심에 대리님이랑 주임님이랑 먹어서 넘넘 맛있ㄱ 잘먹었습니닽 또 올래영	0	0	0	0	0
그냥그럼	0	0	0	0	1
파스타랑 브런치 세트 먹고싶어서 처음와봤어요 :) 봉골레파스타는 너무 맛있어서 사진처럼 싹싹 비웠구요 나머지도 너무 맛있어요! bb  떡볶이는 약간 로제느낌나면서 면도 들어있어서 추천입니당!! 재방문의사 100프로에요 잘먹었습니다 😍	1	1	0	1	1
가격도 괜찮고 음식도 맛있어보이고 매장도 청결해요!	1	1	0	1	0
갈곳이 없다면 커피를 여기서 마시자	0	0	0	0	0
맛있었어요 잘먹고갑니다	0	0	0	0	0
너무 맛있고 아늑해서 좋아요 브런치에 비해서 가성비도 좋습니다! 가보세요 ㅎㅎ	1	1	0	0	0
다소 시끄럽긴 하지만 음식은 맛잇음	0	0	0	0	0
고터안에 가볍게 즐길수 있는 브런치가게가 있어 좋네요	1	0	0	0	0
음식도 맛나고. 깔끔 친절.기분 좋습니다. 재방문 할게요! 	1	1	0	0	1
쾌적하고 음식이 맛있어요!	0	0	0	0	0
맛도좋고 아침 일찍 열어  모임일찍하기도 좋고 직원친절하시고 강추입니다  	1	0	0	0	1
맛있어요	1	0	0	0	1
떡볶이 파스타 최고봉 줄 설 만 하네요	0	0	1	0	0
메뉴가 진짜 빨리 나오고 맛있어용:-) 비주얼도 좋고 쾌적한 매장이라 아주 만족합니다!	0	1	0	0	0
너무 맛있게 먹었어요 봉골레 짱!!!	1	0	0	1	1
가성비 좋고, 모임하기 무난해요	1	0	0	1	0
맛은 정말 맛있는데 서비스가 불친절하시고 앞으로는 대기명단이 있었으면 좋겠어요;; 아쉽네요 음식은 맛있는데 	0	0	0	0	0
모시조개 봉골레 오랜만이였어요 살짝 매콤했음 좋겠다는 생각ㅎㅎㅎ	1	0	0	0	0
패션프루트 에이드 맛있어요 떡볶이 파스타 꿋굿~ 아보카도 신선!!	0	1	0	1	0
조용하니 넓은 매장이라 좋네요~ 음식 맛있어요~^^ 여친들끼리 데이트하기두 좋네요.	1	0	1	0	0
맛있게 잘목었습니당	1	0	0	0	0
양이 많지는 않아요 ! 파스타 괜찮어요	0	0	0	0	1
메뉴 사진이나 리뷰를 보면 양도 푸짐하고 재료도 신선해보여 기대하고 갔습니다. 그런데 아보카도 상태가….. 안그래도 아보카도가 작은 크기였는데 보관이 신선하게 안되고 있었는지 갈변이 심하게 온 부분들이 있더라구요. 아보카도가 갈변이 빨리 오는 건 아는데, 식당이니만큼 최대한 갈변을 늦출 수 있게 신선하게 보관하는게 좋을 것 같아요. 마치 상한 걸 받은 것 마냥 기분이 안좋았습니다. 저만큼 덜어내고 또 덜어내고 먹었습니다. 샐러드에서는 흙맛이 많이 나는 부분도 있었어요. 이래저래 실망스러웠습니다.	0	0	0	0	0
브런치 모임하기 좋아요.음식도 맛있어요!	1	1	0	1	0
피자가젤맛있음 아보카도토스트는 좀싱거운듯 	0	0	0	0	0
